Category,name,price,link
tv_and_appliances,MOTOROLA 80 cm (32 inch) QLED HD Ready Smart Google TV ...,10999,https://www.flipkart.com/motorola-80-cm-32-inch-qled-hd-ready-smart-google-tv-2025/p/itm247d6554b407b?pid=TVSHC5F6TMNNUVXM&lid=LSTTVSHC5F6TMNNUVXMGGSM1Z&marketplace=FLIPKART&q=tv_and_appliances&store=search.flipkart.com&srno=s_2_75&otracker=search&fm=organic&iid=e6c9c16a-f5cf-4437-9f55-e1eee4602e47.TVSHC5F6TMNNUVXM.SEARCH&ppt=None&ppn=None&ssid=qyabydcim80000001767871243618&qH=920d30bd60fbf13a
tv_and_appliances,Panasonic 80 cm (32 inch) HD Ready LED Smart Android Ba...,15490,https://www.flipkart.com/panasonic-80-cm-32-inch-hd-ready-led-smart-android-based-tv-2025/p/itm9df85934af72e?pid=TVSHEHHHVGDHSZA8&lid=LSTTVSHEHHHVGDHSZA8GMPIYN&marketplace=FLIPKART&q=tv_and_appliances&store=search.flipkart.com&srno=s_2_76&otracker=search&fm=organic&iid=e6c9c16a-f5cf-4437-9f55-e1eee4602e47.TVSHEHHHVGDHSZA8.SEARCH&ppt=None&ppn=None&ssid=qyabydcim80000001767871243618&qH=920d30bd60fbf13a
tv_and_appliances,TCL V6C 189 cm (75 inch) Ultra HD (4K) LED Smart Google...,66990,https://www.flipkart.com/tcl-v6c-189-cm-75-inch-ultra-hd-4k-led-smart-google-tv-2025-memc-dolby-vision-atmos-hva-panel-metallic-bezel-less/p/itmbb5f413eb79b0?pid=TVSHAHCUGENGP95P&lid=LSTTVSHAHCUGENGP95PI619NW&marketplace=FLIPKART&q=tv_and_appliances&store=search.flipkart.com&srno=s_2_77&otracker=search&fm=organic&iid=e6c9c16a-f5cf-4437-9f55-e1eee4602e47.TVSHAHCUGENGP95P.SEARCH&ppt=None&ppn=None&ssid=qyabydcim80000001767871243618&qH=920d30bd60fbf13a
tv_and_appliances,Coocaa 80 cm (32 inch) QLED HD Ready Smart Google TV 20...,9499,https://www.flipkart.com/coocaa-80-cm-32-inch-qled-hd-ready-smart-google-tv-2025-dolby-audio-narrow-frame-design-wide-colour-gamut-hdr10-hlg-eye-care-technology-assistant/p/itmc2cf666ac248a?pid=TVSHCFG6KXMGZ8GC&lid=LSTTVSHCFG6KXMGZ8GCZBVIZK&marketplace=FLIPKART&q=tv_and_appliances&store=search.flipkart.com&srno=s_2_78&otracker=search&fm=organic&iid=e6c9c16a-f5cf-4437-9f55-e1eee4602e47.TVSHCFG6KXMGZ8GC.SEARCH&ppt=None&ppn=None&ssid=qyabydcim80000001767871243618&qH=920d30bd60fbf13a
tv_and_appliances,Blaupunkt 189 cm (75 inch) QLED Ultra HD (4K) Smart Goo...,65999,https://www.flipkart.com/blaupunkt-189-cm-75-inch-qled-ultra-hd-4k-smart-google-tv-2025-80w-sound-output-4-speaker-550-nits-brightness-precise-dimming-hdr10-dolby-atmos-vision-120-hz-refresh-rate-hlg-allm-vrr-eyecare-assistant-bezel-less-design/p/itmb84662e77e8e2?pid=TVSHGF5AVM9NKS8J&lid=LSTTVSHGF5AVM9NKS8JFIQJXQ&marketplace=FLIPKART&q=tv_and_appliances&store=search.flipkart.com&srno=s_2_79&otracker=search&fm=organic&iid=e6c9c16a-f5cf-4437-9f55-e1eee4602e47.TVSHGF5AVM9NKS8J.SEARCH&ppt=None&ppn=None&ssid=qyabydcim80000001767871243618&qH=920d30bd60fbf13a
tv_and_appliances,Thomson NeoX 189 cm (75 inch) QLED Ultra HD (4K) Smart ...,64999,https://www.flipkart.com/thomson-neox-189-cm-75-inch-qled-ultra-hd-4k-smart-google-tv-2025-70w-sound-output-powered-blaupunkt-4-speaker-32-gb-storage-550-nits-brightness-precise-dimming-hdr10-dolby-atmos-vision-120-hz-refresh-rate-hlg-allm-vrr-eyecare-technology-assistant-bezel-less-design/p/itm2370997365c6e?pid=TVSHFVPFARRDX2SY&lid=LSTTVSHFVPFARRDX2SYJRCNFD&marketplace=FLIPKART&q=tv_and_appliances&store=search.flipkart.com&srno=s_2_80&otracker=search&fm=organic&iid=e6c9c16a-f5cf-4437-9f55-e1eee4602e47.TVSHFVPFARRDX2SY.SEARCH&ppt=None&ppn=None&ssid=qyabydcim80000001767871243618&qH=920d30bd60fbf13a
tv_and_appliances,INVANTER Nova Series 80 cm (32 inch) HD Ready LED Smart...,14001,https://www.flipkart.com/invanter-nova-series-80-cm-32-inch-hd-ready-led-smart-android-tv-built-in-google-assistant-voice-remote-dolby-audio-bezel-free-design/p/itm746e3b3ad0111?pid=TVSGZWNUS9KDAFDS&lid=LSTTVSGZWNUS9KDAFDSRMNV2V&marketplace=FLIPKART&q=tv_and_appliances&store=search.flipkart.com&srno=s_3_83&otracker=search&fm=organic&iid=bcfc8811-4162-4d5e-b80b-27db80217985.TVSGZWNUS9KDAFDS.SEARCH&ppt=None&ppn=None&ssid=z2yhgeavy80000001767871244536&qH=920d30bd60fbf13a
tv_and_appliances,NU 80 cm (32 inch) HD Ready LED Smart WebOS TV,7999,https://www.flipkart.com/nu-80-cm-32-inch-hd-ready-led-smart-webos-tv/p/itmb85872fa69e7b?pid=TVSGMZCQ4VBFZUCZ&lid=LSTTVSGMZCQ4VBFZUCZAYTTQI&marketplace=FLIPKART&q=tv_and_appliances&store=search.flipkart.com&srno=s_3_84&otracker=search&fm=organic&iid=bcfc8811-4162-4d5e-b80b-27db80217985.TVSGMZCQ4VBFZUCZ.SEARCH&ppt=None&ppn=None&ssid=z2yhgeavy80000001767871244536&qH=920d30bd60fbf13a
tv_and_appliances,TCL V5C 80 cm (32 inch) QLED Full HD Smart Google TV 20...,13490,https://www.flipkart.com/tcl-v5c-80-cm-32-inch-qled-full-hd-smart-google-tv-2025-100-color-volume-plus-24w-dolby-audio-assitant-chromecast-built-in-slim-design/p/itm079a0d6ef08c7?pid=TVSHAFUFSMGNT7JX&lid=LSTTVSHAFUFSMGNT7JXCDMY3R&marketplace=FLIPKART&q=tv_and_appliances&store=search.flipkart.com&srno=s_3_86&otracker=search&fm=organic&iid=bcfc8811-4162-4d5e-b80b-27db80217985.TVSHAFUFSMGNT7JX.SEARCH&ppt=None&ppn=None&ssid=z2yhgeavy80000001767871244536&qH=920d30bd60fbf13a
tv_and_appliances,HDTV SPLITTER 3D 1 X 4 Media Streaming Device,475,https://www.flipkart.com/hdtv-splitter-3d-1-x-4-media-streaming-device/p/itm9df752b96dcd4?pid=SELHG8FJZABZXCYY&lid=LSTSELHG8FJZABZXCYYPZXAPL&marketplace=FLIPKART&q=tv_and_appliances&store=search.flipkart.com&srno=s_3_93&otracker=search&fm=organic&iid=bcfc8811-4162-4d5e-b80b-27db80217985.SELHG8FJZABZXCYY.SEARCH&ppt=None&ppn=None&ssid=z2yhgeavy80000001767871244536&qH=920d30bd60fbf13a
tv_and_appliances,KODAK Special Edition 108 cm (43 inch) Full HD LED Smar...,13999,https://www.flipkart.com/kodak-special-108-cm-43-inch-full-hd-led-smart-linux-tv-30w-sound-output-bezel-less-design/p/itm50e5e3395cc20?pid=TVSGY97SMCSPDNVE&lid=LSTTVSGY97SMCSPDNVEGYO3SI&marketplace=FLIPKART&q=tv_and_appliances&store=search.flipkart.com&srno=s_3_94&otracker=search&fm=organic&iid=bcfc8811-4162-4d5e-b80b-27db80217985.TVSGY97SMCSPDNVE.SEARCH&ppt=None&ppn=None&ssid=z2yhgeavy80000001767871244536&qH=920d30bd60fbf13a
tv_and_appliances,Hisense U6N Pro 164 cm (65 inch) Ultra HD (4K) Mini LED...,59999,https://www.flipkart.com/hisense-u6n-pro-164-cm-65-inch-ultra-hd-4k-mini-led-smart-vidaa-tv-dolby-vision-atmos-dts-virtual-x-4k-ai-upscaler/p/itm3798d3eb57083?pid=TVSHFEZKWMSBGYBX&lid=LSTTVSHFEZKWMSBGYBX1IFSVH&marketplace=FLIPKART&q=tv_and_appliances&store=search.flipkart.com&srno=s_3_95&otracker=search&fm=organic&iid=bcfc8811-4162-4d5e-b80b-27db80217985.TVSHFEZKWMSBGYBX.SEARCH&ppt=None&ppn=None&ssid=z2yhgeavy80000001767871244536&qH=920d30bd60fbf13a
tv_and_appliances,Thomson Phoenix 2025 Edition 126 cm (50 inch) QLED Ultr...,24999,https://www.flipkart.com/thomson-phoenix-2025-126-cm-50-inch-qled-ultra-hd-4k-smart-google-tv-dolby-atmos-48-watts-sound-output-aipq-chipset-ai-smooth-motion-rate-hdr-10-assistant/p/itm754b7dfaf7332?pid=TVSHAURFMXQ8FYZD&lid=LSTTVSHAURFMXQ8FYZDUWPX1B&marketplace=FLIPKART&q=tv_and_appliances&store=search.flipkart.com&srno=s_3_96&otracker=search&fm=organic&iid=bcfc8811-4162-4d5e-b80b-27db80217985.TVSHAURFMXQ8FYZD.SEARCH&ppt=None&ppn=None&ssid=z2yhgeavy80000001767871244536&qH=920d30bd60fbf13a
tv_and_appliances,XIAOMI G Series 80 cm (32 inch) QLED HD Ready Smart Goo...,12999,https://www.flipkart.com/xiaomi-g-series-80-cm-32-inch-qled-hd-ready-smart-google-tv-2025-dolby-audio-wide-colour-gamut-bezel-less-design-assistant-mi/p/itm7f957571cd3a6?pid=TVSHCZC4AXY3RNVN&lid=LSTTVSHCZC4AXY3RNVNK3XUTT&marketplace=FLIPKART&q=tv_and_appliances&store=search.flipkart.com&srno=s_3_99&otracker=search&fm=organic&iid=bcfc8811-4162-4d5e-b80b-27db80217985.TVSHCZC4AXY3RNVN.SEARCH&ppt=None&ppn=None&ssid=z2yhgeavy80000001767871244536&qH=920d30bd60fbf13a
tv_and_appliances,Hisense A6H 189 cm (75 inch) Ultra HD (4K) LED Smart Go...,92199,https://www.flipkart.com/hisense-a6h-189-cm-75-inch-ultra-hd-4k-led-smart-google-tv-hands-free-voice-control-dolby-vision-atmos/p/itm3037fe563feb9?pid=TVSGFT4SUVJRXETH&lid=LSTTVSGFT4SUVJRXETHOOOGBP&marketplace=FLIPKART&q=tv_and_appliances&store=search.flipkart.com&srno=s_3_103&otracker=search&fm=organic&iid=bcfc8811-4162-4d5e-b80b-27db80217985.TVSGFT4SUVJRXETH.SEARCH&ppt=None&ppn=None&ssid=z2yhgeavy80000001767871244536&qH=920d30bd60fbf13a
tv_and_appliances,KODAK Special Edition 60 cm (24 inch) HD Ready LED Smar...,6299,https://www.flipkart.com/kodak-special-60-cm-24-inch-hd-ready-led-smart-linux-tv-20w-sound-output/p/itm516f5148e7035?pid=TVSGY97SC5ZBHNJF&lid=LSTTVSGY97SC5ZBHNJFS0SGDR&marketplace=FLIPKART&q=tv_and_appliances&store=search.flipkart.com&srno=s_3_105&otracker=search&fm=organic&iid=bcfc8811-4162-4d5e-b80b-27db80217985.TVSGY97SC5ZBHNJF.SEARCH&ppt=None&ppn=None&ssid=z2yhgeavy80000001767871244536&qH=920d30bd60fbf13a
tv_and_appliances,TCL V4C 80.04 cm (32 inch) QLED HD Ready Smart Google T...,12490,https://www.flipkart.com/tcl-v4c-80-04-cm-32-inch-qled-hd-ready-smart-google-tv-2025-100-color-volume-plus-16w-dolby-audio-assitant-chromecast-built-in-slim-design/p/itm178dee5066a71?pid=TVSHAFUFYFFACAUN&lid=LSTTVSHAFUFYFFACAUNNUQV88&marketplace=FLIPKART&q=tv_and_appliances&store=search.flipkart.com&srno=s_3_106&otracker=search&fm=organic&iid=bcfc8811-4162-4d5e-b80b-27db80217985.TVSHAFUFYFFACAUN.SEARCH&ppt=None&ppn=None&ssid=z2yhgeavy80000001767871244536&qH=920d30bd60fbf13a
tv_and_appliances,acerpure Aspire Neo 80 cm (32 inch) HD Ready LED Smart ...,10299,https://www.flipkart.com/acerpure-aspire-neo-80-cm-32-inch-hd-ready-led-smart-google-tv-2025-gtv-5-0-ref-android-14-black-30w-dolby-audio-live-free-air-channels-hdr-10-wall-mount-included/p/itm23b086ed71328?pid=TVSHEQG2ZM9UGYCB&lid=LSTTVSHEQG2ZM9UGYCBEFG0RP&marketplace=FLIPKART&q=tv_and_appliances&store=search.flipkart.com&srno=s_3_109&otracker=search&fm=organic&iid=bcfc8811-4162-4d5e-b80b-27db80217985.TVSHEQG2ZM9UGYCB.SEARCH&ppt=None&ppn=None&ssid=z2yhgeavy80000001767871244536&qH=920d30bd60fbf13a
tv_and_appliances,TOSHIBA 32V35RP 80 cm (32 inch) HD Ready LED Smart VIDA...,11899,https://www.flipkart.com/toshiba-32v35rp-80-cm-32-inch-hd-ready-led-smart-vidaa-tv-2025-quantum-dot-color-dolby-vision-atmos-4k-ai-upscalar/p/itm522022efdd5ee?pid=TVSHDEUJZ8XPWEDD&lid=LSTTVSHDEUJZ8XPWEDDXDYKII&marketplace=FLIPKART&q=tv_and_appliances&store=search.flipkart.com&srno=s_3_110&otracker=search&fm=organic&iid=bcfc8811-4162-4d5e-b80b-27db80217985.TVSHDEUJZ8XPWEDD.SEARCH&ppt=None&ppn=None&ssid=z2yhgeavy80000001767871244536&qH=920d30bd60fbf13a
tv_and_appliances,Samsung Crystal 4K Vista 108 cm (43 inch) Ultra HD (4K)...,27990,https://www.flipkart.com/samsung-crystal-4k-vista-108-cm-43-inch-ultra-hd-4k-led-smart-tizen-tv-2025-upscaling-hdr-10-purcolor-slim-look-knox-security-100-free-channels-voice-ready-smartthings-app-universal-gestures/p/itma6d9638b98c87?pid=TVSHBCDQGHZKDQHN&lid=LSTTVSHBCDQGHZKDQHNGHFWC0&marketplace=FLIPKART&q=tv_and_appliances&store=search.flipkart.com&srno=s_3_113&otracker=search&fm=organic&iid=bcfc8811-4162-4d5e-b80b-27db80217985.TVSHBCDQGHZKDQHN.SEARCH&ppt=None&ppn=None&ssid=z2yhgeavy80000001767871244536&qH=920d30bd60fbf13a
tv_and_appliances,realme TechLife CineSonic Q 80 cm (32 inch) QLED HD Rea...,9999,https://www.flipkart.com/realme-techlife-cinesonic-q-80-cm-32-inch-qled-hd-ready-smart-google-tv-2025-40-w-speaker/p/itmcf767dc76633f?pid=TVSH47ZG8K5ZH6UV&lid=LSTTVSH47ZG8K5ZH6UVMOH63Z&marketplace=FLIPKART&q=tv_and_appliances&store=search.flipkart.com&srno=s_3_114&otracker=search&fm=organic&iid=bcfc8811-4162-4d5e-b80b-27db80217985.TVSH47ZG8K5ZH6UV.SEARCH&ppt=None&ppn=None&ssid=z2yhgeavy80000001767871244536&qH=920d30bd60fbf13a
tv_and_appliances,Uniboom ULTIMA 80 cm (32 inch) HD Ready LED TV 2025 Edi...,7090,https://www.flipkart.com/uniboom-ultima-80-cm-32-inch-hd-ready-led-tv-2025-30w-sonic-boom-true-frameless-aura-vision-display-2-hdmi/p/itmd5c69c3bcf5c7?pid=TVSH9JPVBFN5HDP7&lid=LSTTVSH9JPVBFN5HDP7CQR10O&marketplace=FLIPKART&q=tv_and_appliances&store=search.flipkart.com&srno=s_3_115&otracker=search&fm=organic&iid=bcfc8811-4162-4d5e-b80b-27db80217985.TVSH9JPVBFN5HDP7.SEARCH&ppt=None&ppn=None&ssid=z2yhgeavy80000001767871244536&qH=920d30bd60fbf13a
tv_and_appliances,Thomson 126 cm (50 inch) QLED Ultra HD (4K) Smart Googl...,22999,https://www.flipkart.com/thomson-126-cm-50-inch-qled-ultra-hd-4k-smart-google-tv-hdr-10-dolby-atmos-40w-sound-output-dts-trusurround-assistant-dual-band-wi-fi/p/itm93a2d2ecf9731?pid=TVSGHADTWZAWZXSF&lid=LSTTVSGHADTWZAWZXSF0Y62ZW&marketplace=FLIPKART&q=tv_and_appliances&store=search.flipkart.com&srno=s_3_116&otracker=search&fm=organic&iid=bcfc8811-4162-4d5e-b80b-27db80217985.TVSGHADTWZAWZXSF.SEARCH&ppt=None&ppn=None&ssid=z2yhgeavy80000001767871244536&qH=920d30bd60fbf13a
tv_and_appliances,SARAGARA  Tv Voice Remote for Bravia OLED LED 4K 8k UHD...,1275,https://www.flipkart.com/saragara-tv-voice-remote-bravia-oled-led-4k-8k-uhd-netflix-youtube-prime-video-sony-controller/p/itm692042b0ddc15?pid=REMHHFAJ3CM7RNBH&lid=LSTREMHHFAJ3CM7RNBHUEEMZX&marketplace=FLIPKART&q=tv_and_appliances&store=search.flipkart.com&srno=s_3_118&otracker=search&fm=organic&iid=en_SfuJVCizq14gpaqYfbIDYfi0-FZW2jI16mhU02Avex7iu_ld0ThF9wo3W0v_kJxOObN4oBqcgUrYDxHUB4T3GQ%3D%3D&ppt=None&ppn=None&ssid=z2yhgeavy80000001767871244536&qH=920d30bd60fbf13a
tv_and_appliances,Haier 80 cm (32 inch) HD Ready LED Smart Google TV 2025...,12990,https://www.flipkart.com/haier-80-cm-32-inch-hd-ready-led-smart-google-tv-2025-hdr10-support-google-assistant-bluetooth-voice-control-built-in-chromecast-bezel-less-design/p/itm37bb445607a41?pid=TVSH9U6JYHMZV7EX&lid=LSTTVSH9U6JYHMZV7EX4P56FG&marketplace=FLIPKART&q=tv_and_appliances&store=search.flipkart.com&srno=s_3_119&otracker=search&fm=organic&iid=bcfc8811-4162-4d5e-b80b-27db80217985.TVSH9U6JYHMZV7EX.SEARCH&ppt=None&ppn=None&ssid=z2yhgeavy80000001767871244536&qH=920d30bd60fbf13a
tv_and_appliances,Blaupunkt CyberSound G2 Series 100 cm (40 inch) Full HD...,13999,https://www.flipkart.com/blaupunkt-cybersound-g2-series-100-cm-40-inch-full-hd-led-smart-android-tv-dolby-digital-plus-48-w-sound-output/p/itm4a4c48379c152?pid=TVSGQFRYWCEYHNMD&lid=LSTTVSGQFRYWCEYHNMD4JQMYP&marketplace=FLIPKART&q=tv_and_appliances&store=search.flipkart.com&srno=s_3_120&otracker=search&fm=organic&iid=bcfc8811-4162-4d5e-b80b-27db80217985.TVSGQFRYWCEYHNMD.SEARCH&ppt=None&ppn=None&ssid=z2yhgeavy80000001767871244536&qH=920d30bd60fbf13a
men,HAVELLS BT5301 Trimmer 100 min  Runtime 20 Length Setti...,1099,https://www.flipkart.com/havells-bt5301-trimmer-100-min-runtime-20-length-settings/p/itm907e3f01dba63?pid=TMRFVAZ6GHQHMKFH&lid=LSTTMRFVAZ6GHQHMKFHIJATFI&marketplace=FLIPKART&q=men&store=search.flipkart.com&srno=s_1_2&otracker=search&fm=organic&iid=ceec2a0f-0ca8-4f90-b882-20942077c164.TMRFVAZ6GHQHMKFH.SEARCH&ppt=None&ppn=None&ssid=nozbj43nq80000001767871247715&qH=d2fc17cc2feffa1d
men,BOMBAY SHAVING COMPANY Flash Charging Men Beard Trimmer...,849,https://www.flipkart.com/bombay-shaving-company-flash-charging-men-beard-trimmer-styling-pen-120-min-runtime-38-length-settings/p/itmf842c5115c00b?pid=TMRHFCHAJJZPQ56G&lid=LSTTMRHFCHAJJZPQ56GUC8HZV&marketplace=FLIPKART&q=men&store=search.flipkart.com&srno=s_2_51&otracker=search&fm=organic&iid=59598b54-5793-43eb-908b-7d70104457d4.TMRHFCHAJJZPQ56G.SEARCH&ppt=None&ppn=None&ssid=m311qve9hs0000001767871250992&qH=d2fc17cc2feffa1d
men,Extra Time Condoms for Men 10 Count Condom,252,https://www.flipkart.com/durex-extra-time-condoms-men-10-count-condom/p/itm61e98891b5f87?pid=CDMGT3MFFZVJPRWA&lid=LSTCDMGT3MFFZVJPRWA13OICM&marketplace=FLIPKART&q=men&store=search.flipkart.com&srno=s_1_6&otracker=search&fm=organic&iid=ceec2a0f-0ca8-4f90-b882-20942077c164.CDMGT3MFFZVJPRWA.SEARCH&ppt=None&ppn=None&ssid=nozbj43nq80000001767871247715&qH=d2fc17cc2feffa1d
men,BE-MAN BOOSTER COMBO,460,https://www.flipkart.com/birji-herbals-be-man-booster-combo/p/itmd810166d2b68d?pid=AYDH8GYYDQKGSHYC&lid=LSTAYDH8GYYDQKGSHYCALLAS1&marketplace=FLIPKART&q=men&store=search.flipkart.com&srno=s_1_5&otracker=search&fm=organic&iid=ceec2a0f-0ca8-4f90-b882-20942077c164.AYDH8GYYDQKGSHYC.SEARCH&ppt=None&ppn=None&ssid=nozbj43nq80000001767871247715&qH=d2fc17cc2feffa1d
men,Men Advance Wellness Power Medicine For Men | Realize Y...,472,https://www.flipkart.com/inlazer-men-advance-wellness-power-medicine-realize-your-immunity/p/itmbb0965c39be94?pid=AYDGZ4BF4ZP5MEDS&lid=LSTAYDGZ4BF4ZP5MEDSGEUP8J&marketplace=FLIPKART&q=men&store=search.flipkart.com&srno=s_1_7&otracker=search&fm=organic&iid=ceec2a0f-0ca8-4f90-b882-20942077c164.AYDGZ4BF4ZP5MEDS.SEARCH&ppt=None&ppn=None&ssid=nozbj43nq80000001767871247715&qH=d2fc17cc2feffa1d
men,"Mens Care Health Power Medicine For Men "" For Strength ...",333,https://www.flipkart.com/inlazer-mens-care-health-power-medicine-men-strength-stamina-stay-active/p/itm3e91cf85954b2?pid=AYDH28NQ4M5ZDGZ4&lid=LSTAYDH28NQ4M5ZDGZ48WXVSS&marketplace=FLIPKART&q=men&store=search.flipkart.com&srno=s_1_8&otracker=search&fm=organic&iid=ceec2a0f-0ca8-4f90-b882-20942077c164.AYDH28NQ4M5ZDGZ4.SEARCH&ppt=None&ppn=None&ssid=nozbj43nq80000001767871247715&qH=d2fc17cc2feffa1d
men,Men Advance Ayurvedic Power Capsule For Men For Overall...,558,https://www.flipkart.com/zpitol-men-advance-ayurvedic-power-capsule-overall-cellular-health-strength/p/itm8a69712a5aeae?pid=AYDGYABV6RFJHH4N&lid=LSTAYDGYABV6RFJHH4NK438AH&marketplace=FLIPKART&q=men&store=search.flipkart.com&srno=s_1_28&otracker=search&fm=organic&iid=ceec2a0f-0ca8-4f90-b882-20942077c164.AYDGYABV6RFJHH4N.SEARCH&ppt=None&ppn=None&ssid=nozbj43nq80000001767871247715&qH=d2fc17cc2feffa1d
men,Men Organic Power Medicine For Men ` Good For Health An...,196,https://www.flipkart.com/inlazer-men-organic-power-medicine-good-health-effective-result/p/itm0038da27012c1?pid=AYDHYUS3HGDS6GGG&lid=LSTAYDHYUS3HGDS6GGGKMPC0R&marketplace=FLIPKART&q=men&store=search.flipkart.com&srno=s_1_10&otracker=search&fm=organic&iid=ceec2a0f-0ca8-4f90-b882-20942077c164.AYDHYUS3HGDS6GGG.SEARCH&ppt=None&ppn=None&ssid=nozbj43nq80000001767871247715&qH=d2fc17cc2feffa1d
men,"Advance Wellness Energy Capsule For Men , Excellent Rej...",776,https://www.flipkart.com/inlazer-advance-wellness-energy-capsule-men-excellent-rejuvenating-stamina/p/itmb947b60e69b7f?pid=AYDHFNFTEHSNYPZT&lid=LSTAYDHFNFTEHSNYPZTW33RZ8&marketplace=FLIPKART&q=men&store=search.flipkart.com&srno=s_1_11&otracker=search&fm=organic&iid=ceec2a0f-0ca8-4f90-b882-20942077c164.AYDHFNFTEHSNYPZT.SEARCH&ppt=None&ppn=None&ssid=nozbj43nq80000001767871247715&qH=d2fc17cc2feffa1d
men,Alpha Power Tablets Ayurvedic Formula For Men,292,https://www.flipkart.com/visalak-pharma-alpha-power-tablets-ayurvedic-formula-men/p/itm19e4251b413b5?pid=AYDH8PYMYV5RUJ2S&lid=LSTAYDH8PYMYV5RUJ2S1YOWCF&marketplace=FLIPKART&q=men&store=search.flipkart.com&srno=s_1_12&otracker=search&fm=organic&iid=ceec2a0f-0ca8-4f90-b882-20942077c164.AYDH8PYMYV5RUJ2S.SEARCH&ppt=None&ppn=None&ssid=nozbj43nq80000001767871247715&qH=d2fc17cc2feffa1d
men,"Advance Wellness Power Capsule For Men "" Relieves Stres...",656,https://www.flipkart.com/fasczo-advance-wellness-power-capsule-men-relieves-stress-tiredness-fatigue/p/itm7ee817e1bd542?pid=AYDHFZFFSMCSYJTU&lid=LSTAYDHFZFFSMCSYJTULR9KMH&marketplace=FLIPKART&q=men&store=search.flipkart.com&srno=s_1_13&otracker=search&fm=organic&iid=ceec2a0f-0ca8-4f90-b882-20942077c164.AYDHFZFFSMCSYJTU.SEARCH&ppt=None&ppn=None&ssid=nozbj43nq80000001767871247715&qH=d2fc17cc2feffa1d
men,Alpha Power Ayurvedic Supplement for Men,297,https://www.flipkart.com/visalak-pharma-alpha-power-ayurvedic-supplement-men/p/itmc401d05326294?pid=AYDH5HYX9BAS3DG4&lid=LSTAYDH5HYX9BAS3DG4WI32UE&marketplace=FLIPKART&q=men&store=search.flipkart.com&srno=s_1_14&otracker=search&fm=organic&iid=ceec2a0f-0ca8-4f90-b882-20942077c164.AYDH5HYX9BAS3DG4.SEARCH&ppt=None&ppn=None&ssid=nozbj43nq80000001767871247715&qH=d2fc17cc2feffa1d
men,Alpha Power Capsules Ayurvedic Formula For Men,315,https://www.flipkart.com/visalak-pharma-alpha-power-capsules-ayurvedic-formula-men/p/itm100a73b74d227?pid=AYDH5HZ8XWQKX49G&lid=LSTAYDH5HZ8XWQKX49GJW6RDM&marketplace=FLIPKART&q=men&store=search.flipkart.com&srno=s_1_15&otracker=search&fm=organic&iid=ceec2a0f-0ca8-4f90-b882-20942077c164.AYDH5HZ8XWQKX49G.SEARCH&ppt=None&ppn=None&ssid=nozbj43nq80000001767871247715&qH=d2fc17cc2feffa1d
men,Man Extreme Power Medicine for Men,348,https://www.flipkart.com/visalak-pharma-man-extreme-power-medicine-men/p/itm4b011ae5cfe14?pid=AYDH5Z4K6HFFUUEG&lid=LSTAYDH5Z4K6HFFUUEGYL4DBV&marketplace=FLIPKART&q=men&store=search.flipkart.com&srno=s_1_16&otracker=search&fm=organic&iid=ceec2a0f-0ca8-4f90-b882-20942077c164.AYDH5Z4K6HFFUUEG.SEARCH&ppt=None&ppn=None&ssid=nozbj43nq80000001767871247715&qH=d2fc17cc2feffa1d
men,Sta-men Ayurvedic Supplement for Men,389,https://www.flipkart.com/visalak-pharma-sta-men-ayurvedic-supplement-men/p/itme7ee9743c48aa?pid=AYDHF5Q5YQ9UFFUJ&lid=LSTAYDHF5Q5YQ9UFFUJTQOJV8&marketplace=FLIPKART&q=men&store=search.flipkart.com&srno=s_1_17&otracker=search&fm=organic&iid=ceec2a0f-0ca8-4f90-b882-20942077c164.AYDHF5Q5YQ9UFFUJ.SEARCH&ppt=None&ppn=None&ssid=nozbj43nq80000001767871247715&qH=d2fc17cc2feffa1d
men,Full Vit-ality Man Care Wellness Energy Capsule For Men,380,https://www.flipkart.com/visalak-pharma-full-vit-ality-man-care-wellness-energy-capsule-men/p/itm262d9c7db4fd9?pid=AYDHGGWGZZVGCGUK&lid=LSTAYDHGGWGZZVGCGUKPQJQ2H&marketplace=FLIPKART&q=men&store=search.flipkart.com&srno=s_1_18&otracker=search&fm=organic&iid=ceec2a0f-0ca8-4f90-b882-20942077c164.AYDHGGWGZZVGCGUK.SEARCH&ppt=None&ppn=None&ssid=nozbj43nq80000001767871247715&qH=d2fc17cc2feffa1d
men,Full Vit-ality Capsules Ayurvedic Formula For Men,380,https://www.flipkart.com/visalak-pharma-full-vit-ality-capsules-ayurvedic-formula-men/p/itme5bd4f71e962f?pid=AYDHGGWGN6HZXJE5&lid=LSTAYDHGGWGN6HZXJE5D2JLHD&marketplace=FLIPKART&q=men&store=search.flipkart.com&srno=s_1_19&otracker=search&fm=organic&iid=ceec2a0f-0ca8-4f90-b882-20942077c164.AYDHGGWGN6HZXJE5.SEARCH&ppt=None&ppn=None&ssid=nozbj43nq80000001767871247715&qH=d2fc17cc2feffa1d
